AccidentReference,CasualtySeverity,Date_of_Collision,Calendar_Month,Calendar_Year,VehicleReferenceNumber,CasualtyReferenceNumber,CasualtyClass,CasualtySex,CasualtyAge,GIS_Division_Desc,GIS_Local_Authority,Eastings,Northings
1110307,Slight,12-Nov-21,11,2021,1,1,Pedestrian,Male,47,Dumfries and Galloway,Dumfries & Galloway,241133,564961
1110325,Serious,15-Nov-21,11,2021,1,1,Driver/Rider,Male,36,North East,Aberdeenshire,397323,823503
1110329,Slight,15-Nov-21,11,2021,2,1,Driver/Rider,Female,65,Edinburgh,City of Edinburgh,325073,671823
1110599,Slight,14-Nov-21,11,2021,2,1,Driver/Rider,Female,62,Renfrewshire and Inverclyde,Renfrewshire,252374,666098
1110701,Serious,16-Nov-21,11,2021,1,1,Passenger/Pillion,Female,67,Lanarkshire,South Lanarkshire,260560,663034
1110736,Slight,11-Nov-21,11,2021,2,1,Driver/Rider,Female,34,Dumfries and Galloway,Dumfries & Galloway,299155,575778
1110747,Slight,10-Nov-21,11,2021,2,1,Driver/Rider,Female,46,The Lothians and Scottish Borders,West Lothian,299844,668269
1110758,Serious,16-Nov-21,11,2021,1,1,Driver/Rider,Male,18,North East,Aberdeenshire,390945,852143
1110764,Serious,02-Feb-20,2,2020,1,1,Passenger/Pillion,Female,61,Tayside,Dundee City,339022,732026
1110804,Slight,16-Nov-21,11,2021,1,1,Driver/Rider,Male,21,Lanarkshire,South Lanarkshire,280933,649198
1110818,Slight,16-Nov-21,11,2021,1,1,Pedestrian,Female,16,Greater Glasgow,Glasgow City,254700,665430
1110831,Slight,16-Nov-21,11,2021,1,1,Pedestrian,Male,26,Tayside,Angus,364301,741498
1110840,Serious,31-Oct-21,10,2021,1,1,Passenger/Pillion,Male,17,North East,Aberdeenshire,397629,825807
1110840,Serious,31-Oct-21,10,2021,1,2,Passenger/Pillion,Female,17,North East,Aberdeenshire,397629,825807
1110840,Slight,31-Oct-21,10,2021,1,3,Passenger/Pillion,Female,17,North East,Aberdeenshire,397629,825807
1110905,Serious,12-Nov-21,11,2021,1,1,Driver/Rider,Male,27,Dumfries and Galloway,Dumfries & Galloway,339118,597402
1110912,Slight,12-Aug-21,8,2021,2,1,Driver/Rider,Male,63,The Lothians and Scottish Borders,West Lothian,294372,664353
1111063,Fatal,17-Nov-21,11,2021,1,1,Driver/Rider,Male,19,Ayrshire,South Ayrshire,233184,612048
1111099,Slight,26-Jun-21,6,2021,2,1,Driver/Rider,Male,22,Greater Glasgow,Glasgow City,256107,666581
1111144,Slight,16-Nov-21,11,2021,1,1,Driver/Rider,Male,35,Edinburgh,City of Edinburgh,327568,671247
1111166,Slight,16-Nov-21,11,2021,3,2,Driver/Rider,Female,51,Edinburgh,City of Edinburgh,320388,668720
1111166,Slight,16-Nov-21,11,2021,4,1,Driver/Rider,Male,28,Edinburgh,City of Edinburgh,320388,668720
1111170,Slight,17-Nov-21,11,2021,1,1,Driver/Rider,Male,66,Greater Glasgow,Glasgow City,259403,658978
1111233,Slight,16-Nov-21,11,2021,1,1,Driver/Rider,Female,19,Lanarkshire,North Lanarkshire,277148,676623
1111279,Slight,17-Nov-21,11,2021,1,1,Driver/Rider,Male,84,Ayrshire,North Ayrshire,220259,650886
1111279,Slight,17-Nov-21,11,2021,1,2,Passenger/Pillion,Female,90,Ayrshire,North Ayrshire,220259,650886
1111279,Serious,17-Nov-21,11,2021,2,3,Driver/Rider,Male,59,Ayrshire,North Ayrshire,220259,650886
1111284,Slight,13-Nov-21,11,2021,1,1,Driver/Rider,Female,28,Edinburgh,City of Edinburgh,330555,670943
1111309,Serious,17-Nov-21,11,2021,1,1,Pedestrian,Female,57,Lanarkshire,North Lanarkshire,271742,677794
1111313,Slight,10-Jul-21,7,2021,1,1,Passenger/Pillion,Male,26,Greater Glasgow,Glasgow City,263667,664648
1111313,Slight,10-Jul-21,7,2021,1,2,Driver/Rider,Male,43,Greater Glasgow,Glasgow City,263667,664648
1111360,Slight,18-Nov-21,11,2021,1,1,Driver/Rider,Male,38,Forth Valley,Falkirk,286487,679756
1111360,Serious,18-Nov-21,11,2021,1,2,Passenger/Pillion,Male,40,Forth Valley,Falkirk,286487,679756
1111360,Slight,18-Nov-21,11,2021,1,3,Passenger/Pillion,Female,28,Forth Valley,Falkirk,286487,679756
1111469,Slight,17-Nov-21,11,2021,1,1,Passenger/Pillion,Female,92,Edinburgh,City of Edinburgh,322549,674399
1111492,Serious,13-Nov-21,11,2021,2,1,Driver/Rider,Male,33,Greater Glasgow,Glasgow City,259518,664675
1111503,Serious,12-Nov-21,11,2021,1,1,Driver/Rider,Female,50,North East,Aberdeenshire,373694,828875
1111503,Serious,12-Nov-21,11,2021,2,2,Driver/Rider,Male,35,North East,Aberdeenshire,373694,828875
1111625,Slight,17-Nov-21,11,2021,2,1,Passenger/Pillion,Female,20,Greater Glasgow,Glasgow City,260884,665911
1111697,Slight,12-Nov-21,11,2021,2,1,Driver/Rider,Male,49,Edinburgh,City of Edinburgh,324506,667818
1111712,Serious,18-Nov-21,11,2021,1,1,Pedestrian,Male,12,Tayside,Dundee City,340494,730152
1111716,Slight,18-Nov-21,11,2021,1,1,Pedestrian,Female,53,The Lothians and Scottish Borders,West Lothian,308435,672206
1111731,Serious,18-Nov-21,11,2021,1,1,Pedestrian,Male,75,Greater Glasgow,East Renfrewshire,254742,659649
1111760,Slight,18-Nov-21,11,2021,1,1,Driver/Rider,Female,22,Forth Valley,Stirling,278724,693746
1111780,Slight,04-Nov-21,11,2021,2,1,Driver/Rider,Female,31,Tayside,Perth & Kinross,308338,722706
1111792,Slight,18-Nov-21,11,2021,1,1,Driver/Rider,Female,45,Forth Valley,Falkirk,299083,681137
1111793,Slight,19-Nov-21,11,2021,1,1,Driver/Rider,Male,41,Edinburgh,City of Edinburgh,316835,672418
1111800,Serious,10-Nov-21,11,2021,1,1,Driver/Rider,Female,34,Tayside,Perth & Kinross,318806,713137
1111956,Slight,10-Nov-21,11,2021,1,1,Driver/Rider,Male,35,Dumfries and Galloway,Dumfries & Galloway,297623,578243
1111956,Slight,10-Nov-21,11,2021,2,2,Driver/Rider,Male,71,Dumfries and Galloway,Dumfries & Galloway,297623,578243
1111996,Slight,19-Nov-21,11,2021,2,1,Driver/Rider,Male,38,Fife,Fife,329275,694337
1112041,Slight,16-Jun-21,6,2021,1,1,Pedestrian,Male,39,Lanarkshire,South Lanarkshire,272596,655520
1112060,Slight,19-Nov-21,11,2021,1,1,Driver/Rider,Female,45,Fife,Fife,327270,701047
1112060,Serious,19-Nov-21,11,2021,1,2,Passenger/Pillion,Female,5,Fife,Fife,327270,701047
1112080,Serious,19-Nov-21,11,2021,1,1,Pedestrian,Female,47,Renfrewshire and Inverclyde,Renfrewshire,248278,663483
1112084,Serious,19-Nov-21,11,2021,2,1,Driver/Rider,Male,33,Lanarkshire,North Lanarkshire,286748,660395
1112085,Slight,19-Nov-21,11,2021,2,1,Driver/Rider,Male,88,Tayside,Angus,364430,741036
1112085,Slight,19-Nov-21,11,2021,2,2,Passenger/Pillion,Female,76,Tayside,Angus,364430,741036
1112093,Serious,19-Nov-21,11,2021,1,1,Pedestrian,Female,10,Greater Glasgow,Glasgow City,262387,665398
1112111,Slight,19-Nov-21,11,2021,1,1,Pedestrian,Female,9,Tayside,Dundee City,339737,733462
1112113,Fatal,19-Nov-21,11,2021,1,1,Driver/Rider,Female,86,Highland and Islands,Highland,262925,849365
1112113,Fatal,19-Nov-21,11,2021,1,2,Passenger/Pillion,Female,88,Highland and Islands,Highland,262925,849365
1112113,Slight,19-Nov-21,11,2021,2,3,Driver/Rider,Male,62,Highland and Islands,Highland,262925,849365
1112130,Serious,20-Nov-21,11,2021,1,1,Pedestrian,Male,17,Lanarkshire,North Lanarkshire,274536,657854
1112240,Slight,20-Nov-21,11,2021,1,1,Pedestrian,Female,77,Greater Glasgow,Glasgow City,264268,665315
1112250,Slight,20-Nov-21,11,2021,2,1,Driver/Rider,Female,29,North East,Aberdeen City,393460,803956
1112290,Slight,19-Nov-21,11,2021,2,1,Driver/Rider,Male,27,The Lothians and Scottish Borders,Midlothian,331788,669349
1112317,Slight,19-Nov-21,11,2021,1,1,Passenger/Pillion,Male,19,Edinburgh,City of Edinburgh,326515,672683
1112352,Slight,15-Nov-21,11,2021,2,1,Driver/Rider,Male,21,Edinburgh,City of Edinburgh,320069,670854
1112365,Serious,20-Nov-21,11,2021,1,1,Driver/Rider,Female,89,Argyll and West Dunbartonshire,Argyll & Bute,172620,732868
1112394,Slight,21-Nov-21,11,2021,1,1,Driver/Rider,Male,40,Fife,Fife,322253,698062
1112413,Serious,21-Nov-21,11,2021,1,1,Pedestrian,Female,70,Ayrshire,South Ayrshire,234782,626159
1112477,Slight,21-Nov-21,11,2021,5,1,Driver/Rider,Female,23,Renfrewshire and Inverclyde,Renfrewshire,238430,673321
1112501,Slight,01-Sep-21,9,2021,1,1,Passenger/Pillion,Female,37,Greater Glasgow,Glasgow City,252436,668764
1112573,Serious,18-Nov-21,11,2021,2,1,Driver/Rider,Male,37,Greater Glasgow,Glasgow City,262305,664816
1112647,Serious,21-Nov-21,11,2021,1,1,Pedestrian,Female,58,Ayrshire,North Ayrshire,236825,638641
1112671,Slight,22-Nov-21,11,2021,2,1,Driver/Rider,Male,46,Greater Glasgow,Glasgow City,251085,670687
1112759,Serious,12-Nov-21,11,2021,2,1,Driver/Rider,Male,29,Dumfries and Galloway,Dumfries & Galloway,287874,595489
1112815,Slight,22-Nov-21,11,2021,1,1,Driver/Rider,Male,59,The Lothians and Scottish Borders,West Lothian,309432,677889
1112815,Serious,22-Nov-21,11,2021,2,2,Passenger/Pillion,Female,68,The Lothians and Scottish Borders,West Lothian,309432,677889
1112846,Slight,20-Nov-21,11,2021,1,1,Driver/Rider,Female,34,Tayside,Perth & Kinross,289014,708463
1112870,Serious,03-Nov-21,11,2021,2,1,Driver/Rider,Female,70,North East,Aberdeenshire,364287,832691
1112881,Slight,22-Nov-21,11,2021,1,1,Driver/Rider,Male,69,Argyll and West Dunbartonshire,Argyll & Bute,230160,682192
1112889,Slight,22-Nov-21,11,2021,1,1,Driver/Rider,Male,51,The Lothians and Scottish Borders,West Lothian,301905,663218
1112895,Serious,22-Nov-21,11,2021,1,1,Driver/Rider,Male,50,Highland and Islands,Highland,307756,920490
1112895,Serious,22-Nov-21,11,2021,2,2,Passenger/Pillion,Female,64,Highland and Islands,Highland,307756,920490
1112902,Serious,22-Nov-21,11,2021,1,2,Driver/Rider,Female,74,Argyll and West Dunbartonshire,Argyll & Bute,214492,684678
1112902,Fatal,22-Nov-21,11,2021,1,3,Passenger/Pillion,Female,77,Argyll and West Dunbartonshire,Argyll & Bute,214492,684678
1112902,Serious,22-Nov-21,11,2021,2,1,Passenger/Pillion,Female,66,Argyll and West Dunbartonshire,Argyll & Bute,214492,684678
1112902,Serious,22-Nov-21,11,2021,2,4,Driver/Rider,Male,69,Argyll and West Dunbartonshire,Argyll & Bute,214492,684678
1112921,Slight,21-Nov-21,11,2021,2,1,Passenger/Pillion,Female,18,The Lothians and Scottish Borders,Midlothian,331939,666060
1112926,Slight,15-Nov-21,11,2021,1,1,Pedestrian,Male,12,Tayside,Perth & Kinross,294539,712911
1112928,Serious,22-Nov-21,11,2021,1,1,Driver/Rider,Male,23,Edinburgh,City of Edinburgh,323770,670847
1112940,Serious,22-Nov-21,11,2021,1,1,Pedestrian,Male,72,Fife,Fife,353904,702529
1112943,Serious,22-Nov-21,11,2021,1,1,Pedestrian,Male,15,Tayside,Dundee City,347406,732419
1112996,Serious,03-Nov-21,11,2021,2,1,Driver/Rider,Male,49,Tayside,Angus,341960,738054
1113074,Serious,22-Nov-21,11,2021,1,2,Driver/Rider,Male,38,Lanarkshire,South Lanarkshire,263069,662173
1113074,Slight,22-Nov-21,11,2021,1,3,Passenger/Pillion,Male,53,Lanarkshire,South Lanarkshire,263069,662173
1113074,Slight,22-Nov-21,11,2021,3,1,Driver/Rider,Female,50,Lanarkshire,South Lanarkshire,263069,662173
1113186,Slight,04-Nov-21,11,2021,1,1,Pedestrian,Female,73,The Lothians and Scottish Borders,Scottish Borders,378577,653900
1113209,Slight,23-Nov-21,11,2021,1,2,Driver/Rider,Male,26,Lanarkshire,North Lanarkshire,276648,676383
1113209,Slight,23-Nov-21,11,2021,2,1,Driver/Rider,Male,39,Lanarkshire,North Lanarkshire,276648,676383
1113217,Slight,23-Nov-21,11,2021,2,1,Driver/Rider,Male,46,Lanarkshire,South Lanarkshire,261658,661858
1113217,Slight,23-Nov-21,11,2021,2,2,Passenger/Pillion,Male,47,Lanarkshire,South Lanarkshire,261658,661858
1113217,Slight,23-Nov-21,11,2021,2,3,Passenger/Pillion,Male,39,Lanarkshire,South Lanarkshire,261658,661858
1113282,Serious,23-Nov-21,11,2021,1,1,Passenger/Pillion,Male,71,Edinburgh,City of Edinburgh,326441,676760
1113289,Serious,23-Nov-21,11,2021,1,1,Driver/Rider,Male,23,Forth Valley,Stirling,277739,699317
1113289,Serious,23-Nov-21,11,2021,1,2,Passenger/Pillion,Male,21,Forth Valley,Stirling,277739,699317
1113307,Slight,23-Nov-21,11,2021,2,1,Driver/Rider,Male,58,Forth Valley,Stirling,265075,702397
1113319,Serious,20-Nov-21,11,2021,1,1,Driver/Rider,Male,48,Edinburgh,City of Edinburgh,324977,675392
1113470,Slight,23-Nov-21,11,2021,2,1,Driver/Rider,Female,58,Greater Glasgow,Glasgow City,256347,665672
1113474,Slight,20-Nov-21,11,2021,1,1,Driver/Rider,Male,18,Highland and Islands,Shetland Islands,442900,1132363
1113474,Serious,20-Nov-21,11,2021,1,2,Passenger/Pillion,Male,17,Highland and Islands,Shetland Islands,442900,1132363
1113606,Slight,23-Nov-21,11,2021,2,1,Driver/Rider,Female,46,Lanarkshire,South Lanarkshire,262635,661845
1113639,Serious,24-Nov-21,11,2021,1,1,Driver/Rider,Female,53,Lanarkshire,North Lanarkshire,274995,664027
1113639,Slight,24-Nov-21,11,2021,2,2,Driver/Rider,Male,37,Lanarkshire,North Lanarkshire,274995,664027
1113761,Slight,23-Nov-21,11,2021,1,1,Passenger/Pillion,Female,45,Greater Glasgow,Glasgow City,266000,666334
1113761,Slight,23-Nov-21,11,2021,2,2,Driver/Rider,Female,21,Greater Glasgow,Glasgow City,266000,666334
1113789,Serious,24-Nov-21,11,2021,1,1,Pedestrian,Male,80,Lanarkshire,South Lanarkshire,263627,654655
1113829,Slight,24-Nov-21,11,2021,2,1,Driver/Rider,Male,24,Fife,Fife,309731,691175
1113867,Slight,24-Nov-21,11,2021,2,1,Passenger/Pillion,Male,26,Greater Glasgow,Glasgow City,264123,664365
1113886,Serious,24-Nov-21,11,2021,1,1,Driver/Rider,Male,89,Ayrshire,North Ayrshire,231351,641851
1113894,Slight,24-Nov-21,11,2021,1,1,Passenger/Pillion,Female,66,Argyll and West Dunbartonshire,Argyll & Bute,186521,726347
1113910,Serious,08-Nov-21,11,2021,2,1,Driver/Rider,Female,34,The Lothians and Scottish Borders,Scottish Borders,356571,638185
1113916,Slight,24-Nov-21,11,2021,1,1,Driver/Rider,Male,26,Tayside,Angus,353854,734285
1113922,Slight,24-Nov-21,11,2021,2,1,Driver/Rider,Male,39,Greater Glasgow,Glasgow City,258170,666459
1113927,Slight,06-Jul-21,7,2021,1,1,Pedestrian,Male,21,Tayside,Angus,345811,750650
1113932,Serious,24-Nov-21,11,2021,1,1,Passenger/Pillion,Female,24,Ayrshire,East Ayrshire,256572,619774
1113979,Serious,21-Nov-21,11,2021,2,1,Driver/Rider,Female,45,Ayrshire,South Ayrshire,236554,622065
1113979,Slight,21-Nov-21,11,2021,3,2,Driver/Rider,Female,79,Ayrshire,South Ayrshire,236554,622065
1114101,Serious,25-Nov-21,11,2021,2,1,Driver/Rider,Male,23,Lanarkshire,North Lanarkshire,277202,664378
1114119,Slight,02-Oct-21,10,2021,2,1,Driver/Rider,Female,52,Forth Valley,Clackmannanshire,288939,694030
1114194,Serious,24-Nov-21,11,2021,2,1,Driver/Rider,Male,60,Lanarkshire,South Lanarkshire,269637,657235
1114230,Serious,24-Nov-21,11,2021,1,1,Driver/Rider,Female,54,North East,Aberdeenshire,396536,820545
1114230,Slight,24-Nov-21,11,2021,1,2,Passenger/Pillion,Male,57,North East,Aberdeenshire,396536,820545
1114283,Fatal,16-Aug-21,8,2021,1,1,Pedestrian,Male,48,North East,Aberdeen City,393098,808069
1114299,Serious,25-Nov-21,11,2021,2,1,Driver/Rider,Male,73,Fife,Fife,328156,692336
1114299,Slight,25-Nov-21,11,2021,2,2,Passenger/Pillion,Female,67,Fife,Fife,328156,692336
1114312,Serious,25-Nov-21,11,2021,1,1,Pedestrian,Female,34,Lanarkshire,North Lanarkshire,273795,659442
1114320,Serious,25-Nov-21,11,2021,1,1,Driver/Rider,Female,48,Lanarkshire,North Lanarkshire,287122,663612
1114324,Slight,25-Nov-21,11,2021,2,1,Driver/Rider,Male,46,Greater Glasgow,Glasgow City,255766,661060
1114332,Slight,25-Nov-21,11,2021,2,1,Driver/Rider,Male,43,The Lothians and Scottish Borders,West Lothian,299400,677933
1114334,Serious,25-Nov-21,11,2021,1,1,Driver/Rider,Male,82,North East,Moray,323270,857362
1114359,Slight,25-Nov-21,11,2021,1,1,Passenger/Pillion,Female,22,The Lothians and Scottish Borders,West Lothian,295544,660528
1114359,Slight,25-Nov-21,11,2021,1,3,Driver/Rider,Male,33,The Lothians and Scottish Borders,West Lothian,295544,660528
1114359,Slight,25-Nov-21,11,2021,2,2,Driver/Rider,Female,30,The Lothians and Scottish Borders,West Lothian,295544,660528
1114427,Slight,25-Nov-21,11,2021,1,1,Driver/Rider,Male,22,Lanarkshire,South Lanarkshire,282333,640236
1114480,Slight,25-Nov-21,11,2021,2,1,Driver/Rider,Male,42,Fife,Fife,313226,684840
1114481,Slight,25-Nov-21,11,2021,1,1,Driver/Rider,Male,43,Lanarkshire,South Lanarkshire,296671,629635
1114550,Serious,26-Nov-21,11,2021,1,1,Driver/Rider,Male,47,Renfrewshire and Inverclyde,Renfrewshire,246830,665456
1114550,Slight,26-Nov-21,11,2021,1,2,Passenger/Pillion,Female,45,Renfrewshire and Inverclyde,Renfrewshire,246830,665456
1114576,Serious,26-Nov-21,11,2021,1,1,Pedestrian,Female,84,Edinburgh,City of Edinburgh,326211,670817
1114604,Slight,04-Nov-21,11,2021,1,5,Passenger/Pillion,Male,66,Ayrshire,North Ayrshire,219580,661061
1114604,Slight,04-Nov-21,11,2021,2,2,Passenger/Pillion,Female,14,Ayrshire,North Ayrshire,219580,661061
1114604,Slight,04-Nov-21,11,2021,2,3,Passenger/Pillion,Female,9,Ayrshire,North Ayrshire,219580,661061
1114604,Slight,04-Nov-21,11,2021,2,4,Passenger/Pillion,Female,9,Ayrshire,North Ayrshire,219580,661061
1114604,Slight,04-Nov-21,11,2021,2,6,Driver/Rider,Female,42,Ayrshire,North Ayrshire,219580,661061
1114621,Slight,26-Nov-21,11,2021,2,1,Driver/Rider,Male,27,Edinburgh,City of Edinburgh,325818,674573
1114629,Slight,26-Nov-21,11,2021,1,1,Driver/Rider,Female,66,Edinburgh,City of Edinburgh,326558,676363
1114647,Serious,25-Nov-21,11,2021,1,1,Driver/Rider,Male,62,North East,Aberdeenshire,404119,828826
1114652,Slight,25-Nov-21,11,2021,1,1,Driver/Rider,Female,29,The Lothians and Scottish Borders,Scottish Borders,383110,655228
1114660,Slight,24-Nov-21,11,2021,2,1,Passenger/Pillion,Female,25,The Lothians and Scottish Borders,West Lothian,299270,662685
1114660,Serious,24-Nov-21,11,2021,2,2,Driver/Rider,Male,74,The Lothians and Scottish Borders,West Lothian,299270,662685
1114674,Slight,26-Nov-21,11,2021,1,1,Pedestrian,Male,26,Greater Glasgow,Glasgow City,261506,665026
1114696,Slight,23-Nov-21,11,2021,2,2,Passenger/Pillion,Male,47,Lanarkshire,South Lanarkshire,261739,662596
1114717,Slight,26-Nov-21,11,2021,1,1,Driver/Rider,Female,82,Ayrshire,East Ayrshire,269986,627569
1114719,Slight,24-Nov-21,11,2021,2,1,Driver/Rider,Female,35,Fife,Fife,328436,701017
1114719,Slight,24-Nov-21,11,2021,2,2,Passenger/Pillion,Female,58,Fife,Fife,328436,701017
1114731,Slight,26-Nov-21,11,2021,2,1,Driver/Rider,Male,28,Greater Glasgow,Glasgow City,261605,665551
1114750,Slight,26-Nov-21,11,2021,1,1,Driver/Rider,Female,42,Lanarkshire,North Lanarkshire,276899,676227
1114750,Serious,26-Nov-21,11,2021,2,2,Driver/Rider,Female,27,Lanarkshire,North Lanarkshire,276899,676227
1114757,Slight,24-Nov-21,11,2021,1,1,Driver/Rider,Male,52,Greater Glasgow,Glasgow City,257561,665351
1114768,Slight,26-Nov-21,11,2021,2,1,Passenger/Pillion,Female,61,Ayrshire,East Ayrshire,248842,635764
1114773,Slight,26-Nov-21,11,2021,1,1,Driver/Rider,Female,56,Forth Valley,Stirling,278644,702617
1114786,Slight,26-Nov-21,11,2021,1,1,Driver/Rider,Male,81,Fife,Fife,308408,687467
1114786,Slight,26-Nov-21,11,2021,2,2,Driver/Rider,Male,61,Fife,Fife,308408,687467
1114796,Serious,17-Nov-21,11,2021,1,1,Pedestrian,Female,13,Highland and Islands,Highland,336351,950994
1114796,Slight,17-Nov-21,11,2021,1,2,Pedestrian,Female,13,Highland and Islands,Highland,336351,950994
1114839,Slight,18-Nov-21,11,2021,2,1,Driver/Rider,Male,28,The Lothians and Scottish Borders,Midlothian,327500,666528
1114906,Slight,27-Nov-21,11,2021,2,1,Driver/Rider,Male,51,Greater Glasgow,Glasgow City,255769,661065
1114920,Slight,27-Nov-21,11,2021,1,1,Driver/Rider,Female,19,Greater Glasgow,Glasgow City,263697,666494
1114920,Slight,27-Nov-21,11,2021,2,2,Driver/Rider,Female,60,Greater Glasgow,Glasgow City,263697,666494
1114955,Serious,27-Nov-21,11,2021,2,1,Driver/Rider,Male,51,The Lothians and Scottish Borders,Scottish Borders,346463,659442
1114955,Serious,27-Nov-21,11,2021,2,2,Passenger/Pillion,Female,52,The Lothians and Scottish Borders,Scottish Borders,346463,659442
1114970,Slight,27-Nov-21,11,2021,1,1,Driver/Rider,Male,50,Highland and Islands,Highland,240642,812731
1114970,Slight,27-Nov-21,11,2021,1,2,Passenger/Pillion,Male,20,Highland and Islands,Highland,240642,812731
1114970,Slight,27-Nov-21,11,2021,2,3,Driver/Rider,Female,51,Highland and Islands,Highland,240642,812731
1114977,Fatal,27-Nov-21,11,2021,1,1,Pedestrian,Female,33,Greater Glasgow,Glasgow City,258750,668960
1115000,Serious,24-Nov-21,11,2021,1,1,Driver/Rider,Female,56,Fife,Fife,325386,687371
1115039,Slight,05-Nov-21,11,2021,2,1,Driver/Rider,Male,36,Edinburgh,City of Edinburgh,320433,668648
1115044,Slight,19-Nov-21,11,2021,1,1,Driver/Rider,Male,15,North East,Aberdeen City,394807,805029
1115045,Slight,27-Nov-21,11,2021,1,1,Driver/Rider,Female,50,Fife,Fife,346664,703248
1115056,Slight,28-Nov-21,11,2021,1,1,Driver/Rider,Female,22,North East,Aberdeenshire,363810,766812
1115060,Slight,26-Nov-21,11,2021,2,1,Driver/Rider,Female,55,Ayrshire,South Ayrshire,235625,628754
1115073,Fatal,28-Nov-21,11,2021,1,1,Pedestrian,Male,33,Greater Glasgow,Glasgow City,262959,667485
1115074,Serious,24-Nov-21,11,2021,1,1,Pedestrian,Male,66,Forth Valley,Clackmannanshire,289361,693359
1115096,Slight,26-Nov-21,11,2021,1,1,Pedestrian,Male,8,The Lothians and Scottish Borders,Midlothian,334949,664987
1115151,Fatal,26-Nov-21,11,2021,1,1,Driver/Rider,Male,35,North East,Aberdeenshire,386300,816206
1115156,Slight,28-Nov-21,11,2021,2,1,Driver/Rider,Male,57,Greater Glasgow,Glasgow City,263240,665434
1115195,Serious,28-Nov-21,11,2021,1,1,Pedestrian,Female,14,Renfrewshire and Inverclyde,Renfrewshire,243370,662718
1115209,Serious,26-Nov-21,11,2021,2,1,Driver/Rider,Female,41,Argyll and West Dunbartonshire,West Dunbartonshire,241236,675582
1115209,Slight,26-Nov-21,11,2021,2,2,Passenger/Pillion,Female,9,Argyll and West Dunbartonshire,West Dunbartonshire,241236,675582
1115227,Serious,27-Nov-21,11,2021,1,1,Passenger/Pillion,Female,51,Edinburgh,City of Edinburgh,329169,673348
1115267,Slight,28-Nov-21,11,2021,2,1,Driver/Rider,Female,35,Lanarkshire,North Lanarkshire,290622,664416
1115317,Slight,28-Nov-21,11,2021,1,1,Pedestrian,Female,29,Edinburgh,City of Edinburgh,325047,673764
1115342,Slight,27-Nov-21,11,2021,1,1,Driver/Rider,Male,78,Highland and Islands,Orkney Islands,343940,1048899
1115493,Slight,28-Nov-21,11,2021,1,1,Passenger/Pillion,Female,33,The Lothians and Scottish Borders,West Lothian,299477,669974
1115515,Serious,26-Nov-21,11,2021,1,1,Driver/Rider,Female,37,The Lothians and Scottish Borders,West Lothian,295453,673253
1115538,Serious,26-Nov-21,11,2021,1,1,Passenger/Pillion,Male,19,Tayside,Angus,339901,754416
1115578,Slight,26-Nov-21,11,2021,2,1,Driver/Rider,Female,37,Greater Glasgow,Glasgow City,261224,664972
1115578,Serious,26-Nov-21,11,2021,2,2,Passenger/Pillion,Female,61,Greater Glasgow,Glasgow City,261224,664972
1115595,Slight,29-Nov-21,11,2021,1,1,Passenger/Pillion,Male,26,Highland and Islands,Highland,229482,797524
1115606,Serious,29-Nov-21,11,2021,1,1,Driver/Rider,Female,82,Greater Glasgow,East Dunbartonshire,255389,672648
1115615,Slight,29-Nov-21,11,2021,1,1,Pedestrian,Female,18,Tayside,Dundee City,340091,729992
1115617,Serious,29-Nov-21,11,2021,1,1,Pedestrian,Female,50,Edinburgh,City of Edinburgh,328050,675146
1115624,Serious,29-Nov-21,11,2021,1,1,Pedestrian,Male,52,Edinburgh,City of Edinburgh,326869,676013
1115643,Slight,26-Nov-21,11,2021,1,3,Driver/Rider,Female,19,Forth Valley,Falkirk,293377,676780
1115643,Serious,26-Nov-21,11,2021,2,1,Passenger/Pillion,Female,40,Forth Valley,Falkirk,293377,676780
1115643,Serious,26-Nov-21,11,2021,2,2,Driver/Rider,Male,40,Forth Valley,Falkirk,293377,676780
1115647,Slight,29-Nov-21,11,2021,2,1,Driver/Rider,Female,25,Forth Valley,Falkirk,288883,678422
1115655,Serious,25-Nov-21,11,2021,1,1,Driver/Rider,Female,24,Tayside,Dundee City,346861,731020
1115661,Serious,25-Nov-21,11,2021,1,1,Driver/Rider,Male,39,North East,Aberdeenshire,380243,797404
1115712,Slight,25-Nov-21,11,2021,2,1,Driver/Rider,Male,50,The Lothians and Scottish Borders,Midlothian,331187,666530
1115778,Serious,30-Nov-21,11,2021,1,2,Driver/Rider,Female,58,Tayside,Angus,363513,741513
1115778,Slight,30-Nov-21,11,2021,2,1,Driver/Rider,Male,41,Tayside,Angus,363513,741513
1115824,Slight,30-Nov-21,11,2021,2,1,Driver/Rider,Male,54,Tayside,Perth & Kinross,325643,736695
1115824,Slight,30-Nov-21,11,2021,2,2,Passenger/Pillion,Female,55,Tayside,Perth & Kinross,325643,736695
1115825,Slight,26-Nov-21,11,2021,2,1,Passenger/Pillion,Female,8,Edinburgh,City of Edinburgh,329101,668551
1115836,Serious,29-Nov-21,11,2021,1,1,Driver/Rider,Male,62,Lanarkshire,North Lanarkshire,268801,662603
1115855,Slight,30-Nov-21,11,2021,2,1,Driver/Rider,Male,49,Lanarkshire,North Lanarkshire,274710,663751
1115864,Slight,30-Nov-21,11,2021,2,1,Driver/Rider,Female,49,The Lothians and Scottish Borders,West Lothian,299943,668281
